created,,,,,,,,
2021-04-28T15:00:46.000Z,0,3719,,,,,,
2021-04-28T15:01:50.000Z,0,3711,,,,,,
2021-04-28T15:02:54.000Z,0,3711,,,,,,
2021-04-28T15:03:58.000Z,0,3711,,,,,,
2021-04-28T15:05:02.000Z,0,3711,,,,,,
2021-04-28T15:06:06.000Z,0,3723,,,,,,
2021-04-28T15:07:11.000Z,0,3711,,,,,,
2021-04-28T15:08:15.000Z,0,3711,,,,,,
2021-04-28T15:09:19.000Z,0,3719,,,,,,
2021-04-28T15:10:23.000Z,0,3719,,,,,,
2021-04-28T15:11:27.000Z,0,3727,,,,,,
2021-04-28T15:12:31.000Z,0,3727,,,,,,
2021-04-28T15:13:35.000Z,0,3723,,,,,,
2021-04-28T15:14:39.000Z,0,3711,,,,,,
2021-04-28T15:15:43.000Z,0,3695,,,,,,
2021-04-28T15:16:47.000Z,0,3695,,,,,,
2021-04-28T15:17:51.000Z,0,3699,,,,,,
2021-04-28T15:18:55.000Z,0,3697,,,,,,
2021-04-28T15:19:59.000Z,0,3695,,,,,,
2021-04-28T15:21:03.000Z,0,3695,,,,,,
2021-04-28T15:22:07.000Z,0,3695,,,,,,
2021-04-28T15:23:11.000Z,0,3695,,,,,,
2021-04-28T15:24:15.000Z,0,3691,,,,,,
2021-04-28T15:25:18.000Z,0,3691,,,,,,
2021-04-28T15:26:22.000Z,0,3694,,,,,,
2021-04-28T15:27:26.000Z,0,3693,,,,,,
2021-04-28T15:28:30.000Z,0,3695,,,,,,
2021-04-28T15:29:34.000Z,0,3695,,,,,,
2021-04-28T15:30:38.000Z,0,3695,,,,,,
2021-04-28T15:31:42.000Z,0,3695,,,,,,
2021-04-28T15:32:46.000Z,0,3695,,,,,,
2021-04-28T15:33:50.000Z,0,3695,,,,,,
2021-04-28T15:34:54.000Z,0,3695,,,,,,
2021-04-28T15:35:58.000Z,0,3695,,,,,,
2021-04-28T15:37:02.000Z,0,3695,,,,,,
2021-04-28T15:38:06.000Z,0,3695,,,,,,
2021-04-28T15:39:10.000Z,0,3695,,,,,,
2021-04-28T15:40:14.000Z,0,3697,,,,,,
2021-04-28T15:41:18.000Z,0,3697,,,,,,
2021-04-28T15:42:22.000Z,0,2701,,,,,,
2021-04-28T15:43:26.000Z,5,2256,,,,,,
2021-04-28T15:44:30.000Z,0,2027,,,,,,
2021-04-28T15:45:34.000Z,0,2029,,,,,,
2021-04-28T15:46:37.000Z,0,2027,,,,,,
2021-04-28T15:47:41.000Z,0,2032,,,,,,
2021-04-28T15:48:45.000Z,0,2032,,,,,,
2021-04-28T15:49:49.000Z,0,2031,,,,,,
2021-04-28T15:50:53.000Z,0,2029,,,,,,
2021-04-28T15:51:57.000Z,0,2030,,,,,,
2021-04-28T15:53:01.000Z,0,2027,,,,,,
2021-04-28T15:54:05.000Z,0,2027,,,,,,
2021-04-28T15:55:09.000Z,0,2030,,,,,,
2021-04-28T15:56:13.000Z,0,2027,,,,,,
2021-04-28T15:57:17.000Z,0,2031,,,,,,
2021-04-28T15:58:21.000Z,0,2031,,,,,,
2021-04-28T15:59:25.000Z,0,2027,,,,,,
2021-04-28T16:00:29.000Z,0,2027,,,,,,
2021-04-28T16:01:33.000Z,0,2029,,,,,,
2021-04-28T16:02:37.000Z,0,2031,,,,,,
2021-04-28T16:03:41.000Z,0,2030,,,,,,
2021-04-28T16:04:45.000Z,0,2031,,,,,,
2021-04-28T16:05:48.000Z,0,2029,,,,,,
2021-04-28T16:06:52.000Z,0,2030,,,,,,
2021-04-28T16:07:56.000Z,0,2029,,,,,,
